longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
77.07263670142034,28.431655466091513,52.0,1224.0,237.0,521.0,159.0,1.191,7610000.0,COMMERCIAL HUB
77.03039548640861,28.445389462590143,48.0,828.0,182.0,392.0,133.0,2.5938,7350000.0,SUBURBAN
77.01038996998945,28.40260155212569,52.0,1010.0,209.0,604.0,187.0,1.1667,7840000.0,NEAR METRO
77.03128802580534,28.43893179778274,48.0,1455.0,354.0,788.0,332.0,0.8056,8440000.0,COMMERCIAL HUB
77.06118165356517,28.404379185832113,52.0,1027.0,244.0,492.0,147.0,2.6094,8130000.0,URBAN CENTER
77.026048427263,28.444148473040855,52.0,572.0,109.0,274.0,82.0,1.8516,8500000.0,SUBURBAN
77.01406501735231,28.46060530807714,46.0,2801.0,644.0,1823.0,611.0,0.9802,12920000.0,SUBURBAN
77.07176216780312,28.422495479363395,26.0,768.0,152.0,392.0,127.0,1.7719,8250000.0,COMMERCIAL HUB
77.02712057263903,28.41664740921677,46.0,935.0,297.0,582.0,277.0,0.7286,9520000.0,NEAR METRO
77.00273767586546,28.4319237214887,49.0,844.0,204.0,560.0,152.0,1.75,7500000.0,SUBURBAN
77.04660321338962,28.41498280666198,46.0,12.0,4.0,18.0,7.0,0.4999,6750000.0,SUBURBAN
76.98728809743947,28.47436075419581,20.0,835.0,161.0,290.0,133.0,2.483,13750000.0,NEAR METRO
77.02601063698059,28.462633826095693,17.0,1237.0,462.0,762.0,439.0,0.9241,17750000.0,SUBURBAN
77.04478716877723,28.43565463083485,36.0,2914.0,562.0,1236.0,509.0,2.4464,10210000.0,COMMERCIAL HUB
76.98376798304959,28.426531989460717,19.0,1207.0,243.0,721.0,207.0,1.1111,10830000.0,SUBURBAN
77.07621891164422,28.402178639472048,23.0,1745.0,374.0,1054.0,325.0,0.8026,11250000.0,SUBURBAN
77.0175199405374,28.419311242927566,38.0,684.0,176.0,344.0,155.0,2.0114,13130000.0,URBAN CENTER
77.02852810033394,28.479260776821352,17.0,924.0,289.0,609.0,289.0,1.5,16250000.0,SUBURBAN
77.01323606748879,28.41510703652384,52.0,210.0,56.0,183.0,56.0,1.1667,11250000.0,URBAN CENTER
77.02085253038882,28.46636559630614,52.0,340.0,97.0,200.0,87.0,1.5208,11250000.0,URBAN CENTER
77.0139949097123,28.450201902982194,52.0,386.0,164.0,346.0,155.0,0.8075,13750000.0,COMMERCIAL HUB
77.00413397551951,28.45554995031576,35.0,948.0,184.0,467.0,169.0,1.8088,11880000.0,COMMERCIAL HUB
77.03589640055885,28.46769456570859,52.0,773.0,143.0,377.0,115.0,2.4083,9820000.0,COMMERCIAL HUB
77.06217214456967,28.49138000077642,40.0,880.0,451.0,582.0,380.0,0.977,11880000.0,NEAR METRO
77.01466750849727,28.458748493471955,10.0,875.0,348.0,546.0,330.0,0.76,16250000.0,COMMERCIAL HUB
77.04731821167405,28.483742097115638,10.0,105.0,42.0,125.0,39.0,0.9722,13750000.0,NEAR METRO
76.99284693992914,28.438694070246292,52.0,249.0,78.0,396.0,85.0,1.2434,50000100.0,SUBURBAN
76.99737734604183,28.47734604080815,16.0,994.0,392.0,800.0,362.0,2.0938,16250000.0,SUBURBAN
77.04688604094956,28.497663085646394,52.0,215.0,87.0,904.0,88.0,0.8668,13750000.0,SUBURBAN
77.0737161332668,28.417894833269813,52.0,96.0,31.0,191.0,34.0,0.75,16250000.0,COMMERCIAL HUB
77.04455895973553,28.406115966901982,27.0,1055.0,347.0,718.0,302.0,2.6354,18750000.0,NEAR METRO
77.03743008474018,28.410500269306763,39.0,1715.0,623.0,1327.0,467.0,1.8477,17920000.0,URBAN CENTER
76.99226661328704,28.49990327126206,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,13000000.0,SUBURBAN
77.02212920571822,28.416969752698506,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,18380000.0,SUBURBAN
77.06830727788982,28.424545878526363,29.0,335.0,107.0,202.0,91.0,2.0062,12500000.0,COMMERCIAL HUB
77.03410849202793,28.455454443293444,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,17000000.0,SUBURBAN
76.98983627908642,28.45774177271907,37.0,3633.0,1085.0,1838.0,980.0,2.6104,19310000.0,SUBURBAN
77.04858809779127,28.43164417213151,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,25780000.0,COMMERCIAL HUB
77.0489268496735,28.416605087042367,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,27340000.0,COMMERCIAL HUB
77.07845725171494,28.473661111112243,39.0,854.0,242.0,389.0,228.0,3.125,23750000.0,SUBURBAN
77.07083967538671,28.470239597007232,52.0,2155.0,701.0,895.0,613.0,2.5795,35000000.0,SUBURBAN
77.00312185220412,28.463221171998132,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,33570000.0,COMMERCIAL HUB
77.0157319129314,28.452388570173298,52.0,1509.0,225.0,674.0,244.0,4.9306,31340000.0,COMMERCIAL HUB
77.02273146201429,28.4257583847141,52.0,2026.0,482.0,709.0,456.0,3.2727,26850000.0,SUBURBAN
77.03691672754859,28.434447808798403,52.0,1758.0,460.0,686.0,422.0,3.1691,25940000.0,NEAR METRO
76.99744909693631,28.427959731850475,52.0,3481.0,751.0,1444.0,718.0,3.9,27570000.0,COMMERCIAL HUB
76.98460714907463,28.405482038632563,28.0,3337.0,855.0,1520.0,802.0,3.9063,22500000.0,COMMERCIAL HUB
77.04606836611089,28.412907697138174,52.0,1424.0,289.0,550.0,253.0,5.0917,26250000.0,URBAN CENTER
77.00329832570507,28.43671874147475,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,21850000.0,COMMERCIAL HUB
77.03783819077357,28.451438388516678,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,25500000.0,NEAR METRO
76.98755962886412,28.402151283039654,52.0,2376.0,559.0,939.0,519.0,3.1484,22410000.0,SUBURBAN
77.03357217080672,28.41331550274548,35.0,1613.0,428.0,675.0,422.0,3.4722,24310000.0,SUBURBAN
77.04778430080476,28.47723866487927,52.0,1279.0,287.0,534.0,291.0,3.1429,23160000.0,SUBURBAN
76.99607644657854,28.450144599364513,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,21850000.0,URBAN CENTER
77.00127469773096,28.491369276176936,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,23410000.0,SUBURBAN
77.03658930607799,28.48149635889126,50.0,2515.0,399.0,970.0,373.0,5.8596,32760000.0,SUBURBAN
77.02085630611943,28.415093210321167,47.0,3175.0,454.0,1098.0,485.0,5.2868,34760000.0,NEAR METRO
77.05426852029542,28.485245381288827,41.0,2576.0,406.0,794.0,376.0,5.956,36610000.0,NEAR METRO
77.00807036064876,28.461541410670023,37.0,334.0,54.0,98.0,47.0,4.9643,33500000.0,COMMERCIAL HUB
77.02410640110907,28.489532167849283,52.0,2800.0,411.0,1061.0,403.0,6.3434,37360000.0,SUBURBAN
76.99616399684616,28.435361550830038,52.0,3529.0,574.0,1177.0,555.0,5.1773,38950000.0,NEAR METRO
76.98146168148557,28.429250170998863,52.0,2612.0,365.0,901.0,367.0,7.2354,39110000.0,NEAR METRO
77.03922423791634,28.401101608500085,28.0,5287.0,1048.0,2031.0,956.0,5.457,33730000.0,SUBURBAN
77.06438260142598,28.416952354529403,50.0,2935.0,473.0,1031.0,479.0,7.5,29520000.0,SUBURBAN
77.03677458692101,28.473511930755,44.0,3424.0,597.0,1358.0,597.0,6.0194,29230000.0,URBAN CENTER
77.0174005251921,28.499052297635103,40.0,4991.0,674.0,1616.0,654.0,7.5544,41150000.0,SUBURBAN
77.02598178524977,28.481318126210308,30.0,2211.0,346.0,844.0,343.0,6.0666,31150000.0,SUBURBAN
77.02021910701109,28.45045783501479,34.0,3038.0,490.0,1140.0,496.0,7.0548,32590000.0,SUBURBAN
77.03395953035859,28.478958354915616,18.0,1617.0,210.0,533.0,194.0,11.6017,39260000.0,COMMERCIAL HUB
77.03650527845483,28.427627687226384,35.0,2865.0,460.0,1072.0,443.0,7.4882,31930000.0,SUBURBAN
77.0620502286676,28.447904573504943,34.0,5065.0,788.0,1627.0,766.0,6.8976,33330000.0,NEAR METRO
76.99685697638579,28.419803262560386,28.0,1326.0,184.0,463.0,190.0,8.2049,33520000.0,URBAN CENTER
77.03181603490239,28.433123769978447,26.0,1589.0,223.0,542.0,211.0,8.401,35120000.0,URBAN CENTER
77.03369148936119,28.463386339951327,29.0,1791.0,271.0,661.0,269.0,6.8538,36890000.0,URBAN CENTER
77.01603328442465,28.43270168011826,32.0,1835.0,264.0,635.0,263.0,8.317,36590000.0,URBAN CENTER
77.05999487257961,28.451252592390848,37.0,1229.0,181.0,420.0,176.0,7.0175,36670000.0,COMMERCIAL HUB
77.03269370063639,28.462999215063583,39.0,3770.0,534.0,1265.0,500.0,6.3302,36280000.0,NEAR METRO
76.99690996193335,28.457596697266617,30.0,292.0,38.0,126.0,52.0,6.3624,48330000.0,COMMERCIAL HUB
77.03159215872174,28.447327888908656,52.0,2375.0,333.0,813.0,350.0,7.0549,33140000.0,URBAN CENTER
77.0286881777472,28.45517078474603,45.0,2964.0,436.0,1067.0,426.0,6.7851,32350000.0,SUBURBAN
77.07311743086447,28.417558075128657,50.0,2833.0,605.0,1260.0,552.0,2.8929,21670000.0,SUBURBAN
77.00491268003307,28.42535364557324,38.0,2254.0,535.0,951.0,487.0,3.0812,23310000.0,NEAR METRO
76.9948024714555,28.401153787191543,52.0,1389.0,212.0,510.0,224.0,5.2402,29640000.0,NEAR METRO
76.98839851277312,28.49383465365367,52.0,1971.0,335.0,765.0,308.0,6.5217,27370000.0,COMMERCIAL HUB
77.04913284254204,28.426690961093794,52.0,2183.0,465.0,1129.0,460.0,3.2632,22770000.0,NEAR METRO
77.06921719777823,28.454994185804754,52.0,2286.0,464.0,1073.0,441.0,3.0298,19960000.0,SUBURBAN
77.00355043896388,28.497078495894588,52.0,2721.0,541.0,1185.0,515.0,4.5428,23980000.0,NEAR METRO
76.98520826487179,28.413942115959323,52.0,2024.0,339.0,756.0,340.0,4.072,27010000.0,COMMERCIAL HUB
76.98191647096431,28.480849985649026,52.0,2944.0,536.0,1034.0,521.0,5.3509,30210000.0,NEAR METRO
76.9885048405895,28.446283772918342,52.0,2033.0,486.0,787.0,459.0,3.1603,26950000.0,URBAN CENTER
77.03450915067616,28.436201738593958,52.0,1433.0,229.0,612.0,213.0,4.7708,31470000.0,SUBURBAN
77.00286950464017,28.403607601621434,52.0,2927.0,402.0,1021.0,380.0,8.1564,39010000.0,SUBURBAN
77.07304205510836,28.429709472569815,52.0,2315.0,292.0,861.0,258.0,8.8793,41030000.0,URBAN CENTER
76.99123454163413,28.46408042993223,52.0,2485.0,313.0,953.0,327.0,6.8591,35240000.0,COMMERCIAL HUB
76.99309664722993,28.43974640090813,52.0,1490.0,238.0,634.0,256.0,6.0302,28730000.0,URBAN CENTER
77.03440148408033,28.43914196310075,52.0,2814.0,365.0,878.0,352.0,7.508,34870000.0,URBAN CENTER
77.05930947478139,28.440688522248557,52.0,2093.0,550.0,918.0,483.0,2.7477,24380000.0,URBAN CENTER
77.05592242164984,28.419623024613333,52.0,888.0,168.0,360.0,175.0,2.1944,21150000.0,SUBURBAN
76.99368185364234,28.41084112453287,52.0,2087.0,510.0,1197.0,488.0,3.0149,21840000.0,SUBURBAN
76.9891605457209,28.440397073264297,52.0,2513.0,502.0,1048.0,518.0,3.675,26990000.0,SUBURBAN
77.00704143181676,28.489900851337737,46.0,3232.0,835.0,1373.0,747.0,3.225,21880000.0,NEAR METRO
76.99126178206174,28.47075554246878,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,22500000.0,URBAN CENTER
76.9869908086349,28.409541406358375,43.0,2364.0,792.0,1359.0,722.0,2.1429,25000000.0,URBAN CENTER
77.07475935124378,28.481998359426427,41.0,1471.0,469.0,1062.0,413.0,1.6121,17140000.0,COMMERCIAL HUB
77.06907881223248,28.410988648263967,29.0,2468.0,864.0,1335.0,773.0,1.3929,19380000.0,URBAN CENTER
77.00563355625374,28.494136787236677,27.0,1632.0,492.0,1171.0,429.0,2.3173,12500000.0,URBAN CENTER
77.05728140266773,28.489851543515275,45.0,1786.0,526.0,1475.0,460.0,1.7772,9750000.0,COMMERCIAL HUB
77.02899573123175,28.476184716473817,50.0,629.0,188.0,742.0,196.0,2.6458,12500000.0,COMMERCIAL HUB
77.03764256724193,28.407562670525436,52.0,1339.0,391.0,1086.0,363.0,2.181,13880000.0,NEAR METRO
77.00752729163739,28.434111420939235,36.0,1678.0,606.0,1645.0,543.0,2.2303,11670000.0,NEAR METRO
77.02125060543374,28.45300086762126,43.0,2344.0,647.0,1710.0,644.0,1.6504,15180000.0,URBAN CENTER
77.06167936736723,28.47418134055237,52.0,996.0,228.0,731.0,228.0,2.2697,12700000.0,COMMERCIAL HUB
77.06393967996867,28.433005134868274,52.0,1591.0,373.0,1118.0,347.0,2.1563,12860000.0,NEAR METRO
77.01478410080111,28.43845555449249,52.0,1586.0,398.0,1006.0,335.0,2.1348,14060000.0,COMMERCIAL HUB
77.05591301338643,28.420568193333715,47.0,2046.0,588.0,1213.0,554.0,2.6292,18270000.0,SUBURBAN
77.00668090679038,28.43249842429566,52.0,1192.0,289.0,772.0,257.0,2.3833,14690000.0,URBAN CENTER
77.05027509814242,28.487692204293378,52.0,1803.0,420.0,1321.0,401.0,2.957,12280000.0,COMMERCIAL HUB
76.99583417200141,28.44980445615555,49.0,2838.0,749.0,1487.0,677.0,2.5238,16930000.0,NEAR METRO
77.02419918642809,28.485506578481694,52.0,783.0,184.0,488.0,186.0,1.9375,12660000.0,URBAN CENTER
77.03207867759302,28.485988338853694,51.0,1590.0,414.0,949.0,392.0,1.9028,12790000.0,COMMERCIAL HUB
77.00180371891213,28.456121215731585,50.0,1746.0,480.0,1149.0,415.0,2.25,12350000.0,URBAN CENTER
77.01896637496408,28.405968461423093,52.0,1252.0,299.0,844.0,280.0,2.3929,11190000.0,NEAR METRO
77.00590997656268,28.45088340653779,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,11280000.0,SUBURBAN
77.03372702948438,28.414988051466963,52.0,1783.0,395.0,1659.0,412.0,2.9357,10790000.0,COMMERCIAL HUB
77.041204361976,28.423565600392713,30.0,999.0,264.0,1011.0,263.0,1.8854,13750000.0,SUBURBAN
76.98963175579516,28.46157197144073,39.0,1469.0,431.0,1464.0,389.0,2.1638,10550000.0,COMMERCIAL HUB
77.0322287414759,28.40127690259835,47.0,1372.0,395.0,1237.0,303.0,2.125,9550000.0,SUBURBAN
77.03520567000828,28.426452661462633,52.0,674.0,180.0,647.0,168.0,3.375,11610000.0,SUBURBAN
76.98271064191746,28.405481589415363,43.0,1626.0,376.0,1284.0,357.0,2.2542,11220000.0,URBAN CENTER
76.99499595460324,28.440534894129108,51.0,175.0,43.0,228.0,55.0,2.1,7500000.0,SUBURBAN
77.04640771163542,28.4295115584473,39.0,461.0,129.0,381.0,123.0,1.6,11250000.0,NEAR METRO
77.07063912707642,28.420147139424554,52.0,902.0,237.0,846.0,227.0,3.625,12500000.0,COMMERCIAL HUB
77.0293377795567,28.476858356711706,20.0,2373.0,779.0,1659.0,676.0,1.6929,11500000.0,URBAN CENTER
77.02140560863154,28.436565681874796,52.0,391.0,128.0,520.0,138.0,1.6471,9500000.0,NEAR METRO
77.03126517491884,28.42733838137836,52.0,1137.0,301.0,866.0,259.0,2.59,9640000.0,URBAN CENTER
76.99320780474116,28.474367646963948,52.0,769.0,206.0,612.0,183.0,2.57,7200000.0,COMMERCIAL HUB
77.02259396885007,28.411862270485635,52.0,472.0,146.0,415.0,126.0,2.6429,7130000.0,COMMERCIAL HUB
77.0205523554045,28.408010187494355,52.0,862.0,215.0,994.0,213.0,3.0257,8080000.0,SUBURBAN
77.02009522297662,28.416855360550244,50.0,1920.0,530.0,1525.0,477.0,1.4886,12880000.0,NEAR METRO
77.02083419862211,28.415638468126044,43.0,1420.0,472.0,1506.0,438.0,1.9338,11250000.0,NEAR METRO
77.02659434828733,28.467969542120457,52.0,986.0,258.0,1008.0,255.0,1.4844,11940000.0,URBAN CENTER
77.02073763375488,28.459911999062662,44.0,2340.0,825.0,2813.0,751.0,1.6009,11810000.0,SUBURBAN
76.99840400901293,28.443119298068417,48.0,1696.0,396.0,1481.0,343.0,2.0375,12250000.0,COMMERCIAL HUB
77.05216887200427,28.467077690351147,49.0,1175.0,217.0,859.0,219.0,2.293,10630000.0,NEAR METRO
77.04558877226833,28.4602748421401,37.0,2343.0,574.0,1608.0,523.0,2.1494,13250000.0,COMMERCIAL HUB
76.98362374110938,28.480565832687464,30.0,610.0,145.0,425.0,140.0,1.6198,12270000.0,URBAN CENTER
76.99274585144032,28.409797484897947,40.0,930.0,199.0,564.0,184.0,1.3281,11330000.0,SUBURBAN
77.03287363032246,28.407582039411988,44.0,1487.0,314.0,961.0,272.0,3.5156,10950000.0,URBAN CENTER
76.99334099057812,28.497431531160274,52.0,3424.0,690.0,2273.0,685.0,3.9048,16470000.0,SUBURBAN
77.03494454041117,28.41467036837767,52.0,762.0,190.0,600.0,195.0,3.0893,12500000.0,COMMERCIAL HUB
77.01457165034955,28.417031457389488,46.0,2366.0,575.0,1647.0,527.0,2.6042,12470000.0,COMMERCIAL HUB
76.99299646311772,28.439832905222644,49.0,1826.0,450.0,1201.0,424.0,2.5,13670000.0,URBAN CENTER
77.01570241387633,28.4434306016589,38.0,3049.0,711.0,2167.0,659.0,2.7969,14170000.0,SUBURBAN
77.00042131218892,28.497302738965463,29.0,1640.0,376.0,939.0,340.0,2.8321,15000000.0,NEAR METRO
77.05478644662581,28.412902440177284,47.0,1543.0,307.0,859.0,292.0,2.9583,13880000.0,NEAR METRO
77.0640208540093,28.42418115533757,34.0,2364.0,557.0,1517.0,516.0,2.8365,13920000.0,NEAR METRO
77.02950546286607,28.455328228768064,35.0,1745.0,409.0,1143.0,386.0,2.875,14380000.0,NEAR METRO
77.05647775377263,28.489732150498547,39.0,2003.0,500.0,1109.0,464.0,3.0682,15650000.0,SUBURBAN
77.0697315940257,28.49385304597676,39.0,2018.0,447.0,1221.0,446.0,3.0757,15100000.0,URBAN CENTER
77.03042170699347,28.493171541407854,43.0,3045.0,499.0,1115.0,455.0,4.9559,27300000.0,SUBURBAN
77.03598530741928,28.47538888341343,52.0,1547.0,293.0,706.0,268.0,4.7721,21710000.0,SUBURBAN
77.06419725700835,28.407269669458664,52.0,3519.0,711.0,1883.0,706.0,3.4861,18710000.0,COMMERCIAL HUB
76.99055987178501,28.413876182338324,41.0,2070.0,354.0,804.0,340.0,5.1184,23960000.0,COMMERCIAL HUB
77.07036030833987,28.471174081454155,48.0,1321.0,263.0,506.0,252.0,4.0977,22970000.0,URBAN CENTER
77.00772753983952,28.401202194556607,48.0,1694.0,259.0,610.0,238.0,4.744,25730000.0,URBAN CENTER
77.0218995175296,28.40070449285477,46.0,1938.0,341.0,768.0,332.0,4.2727,24690000.0,COMMERCIAL HUB
76.98275792907472,28.41015362122765,50.0,968.0,195.0,462.0,184.0,2.9844,17990000.0,NEAR METRO
77.06148774682408,28.498556739331303,40.0,1060.0,256.0,667.0,235.0,4.1739,16960000.0,NEAR METRO
77.0659328155312,28.489910649359036,46.0,2041.0,405.0,1059.0,399.0,3.8487,20330000.0,SUBURBAN
77.04704274554379,28.407429087676675,52.0,1813.0,271.0,637.0,277.0,4.0114,26340000.0,SUBURBAN
77.05080101482021,28.434015282708042,45.0,2718.0,451.0,1106.0,454.0,4.6563,23180000.0,SUBURBAN
77.05398881713985,28.46037349385538,28.0,3144.0,761.0,1737.0,669.0,2.9297,14050000.0,COMMERCIAL HUB
77.01665988291236,28.478425565501897,35.0,1802.0,459.0,1009.0,390.0,2.3036,12600000.0,COMMERCIAL HUB
77.06500358889463,28.452502458311574,49.0,882.0,195.0,737.0,210.0,2.6667,12200000.0,URBAN CENTER
77.02378552636247,28.432734693538162,44.0,1621.0,452.0,1354.0,491.0,2.619,13470000.0,URBAN CENTER
77.05216011062666,28.4303111873041,45.0,2115.0,533.0,1530.0,474.0,2.4167,13940000.0,SUBURBAN
77.06361717533758,28.495177121785108,45.0,2021.0,528.0,1410.0,480.0,2.7788,11540000.0,URBAN CENTER
77.0707009232493,28.46527972907644,46.0,2239.0,508.0,1390.0,569.0,2.7352,13730000.0,URBAN CENTER
77.03995500062328,28.478648048541512,52.0,1477.0,300.0,1065.0,269.0,1.8472,13700000.0,URBAN CENTER
